epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
39,0.5652,0.6506,0.5856,0.6338,0.5884,0.6181
40,0.5647,0.6551,0.5901,0.6342,0.5934,0.6239
41,0.5604,0.6562,0.6037,0.6238,0.6026,0.6171
42,0.5614,0.6534,0.5961,0.6280,0.5964,0.6194
43,0.5577,0.6622,0.6025,0.6207,0.6024,0.6225
44,0.5610,0.6530,0.5989,0.6327,0.6004,0.6141
45,0.5603,0.6639,0.5988,0.6160,0.5973,0.6182
46,0.5559,0.6673,0.6034,0.6388,0.6029,0.6193
47,0.5521,0.6736,0.6134,0.6229,0.6184,0.6145
48,0.5481,0.6733,0.6108,0.6257,0.6143,0.6156
49,0.5625,0.6628,0.6363,0.6224,0.6440,0.6175
50,0.5517,0.6725,0.6329,0.6331,0.6322,0.6262
51,0.5379,0.6858,0.6270,0.6227,0.6330,0.6167
52,0.5317,0.6958,0.6262,0.6297,0.6309,0.6143
53,0.5254,0.7020,0.6467,0.6326,0.6487,0.6109
54,0.5212,0.6992,0.6583,0.6233,0.6720,0.6084
55,0.5167,0.7087,0.6511,0.6302,0.6629,0.6161
56,0.5146,0.7111,0.6481,0.6293,0.6665,0.6132
57,0.5101,0.7173,0.6648,0.6252,0.6650,0.6104
58,0.5038,0.7205,0.6789,0.6215,0.6900,0.6117
59,0.5036,0.7233,0.6665,0.6144,0.6744,0.6074
60,0.4962,0.7268,0.6951,0.6313,0.7111,0.6142
61,0.4903,0.7350,0.6900,0.6285,0.7240,0.6142
62,0.4867,0.7399,0.6940,0.6303,0.7209,0.5989
63,0.4804,0.7425,0.7091,0.6287,0.7492,0.6130
64,0.4791,0.7443,0.7083,0.6197,0.7463,0.6101
65,0.4694,0.7533,0.7247,0.6294,0.7654,0.6118
66,0.4732,0.7514,0.7359,0.6258,0.7817,0.6128
67,0.4644,0.7587,0.7242,0.6210,0.7575,0.6051
68,0.4610,0.7601,0.7321,0.6251,0.7937,0.6112
69,0.4556,0.7633,0.7629,0.6208,0.8120,0.6158
70,0.4453,0.7704,0.7486,0.6279,0.8108,0.6140
71,0.4498,0.7677,0.7666,0.6303,0.8315,0.6111
72,0.4409,0.7741,0.7602,0.6285,0.8199,0.6141
73,0.4368,0.7782,0.7646,0.6225,0.8142,0.6098
74,0.4295,0.7842,0.7813,0.6221,0.8381,0.6055
75,0.4244,0.7863,0.7942,0.6236,0.8484,0.6217
76,0.4259,0.7862,0.8184,0.6252,0.8653,0.6175
77,0.3935,0.8065,0.8569,0.6176,0.9134,0.6133
78,0.3855,0.8124,0.8758,0.6179,0.9272,0.6108
79,0.3838,0.8115,0.8829,0.6238,0.9384,0.6141
80,0.3826,0.8121,0.8934,0.6236,0.9467,0.6131
81,0.3717,0.8174,0.9379,0.6213,0.9997,0.6130
82,0.3665,0.8261,0.9270,0.6228,0.9910,0.6052
83,0.3623,0.8264,0.9470,0.6219,1.0114,0.6090
84,0.3589,0.8284,1.0042,0.6228,1.0583,0.6133
85,0.3519,0.8321,0.9895,0.6130,1.0440,0.6096
86,0.3468,0.8364,0.9810,0.6254,1.0405,0.6154
87,0.3455,0.8379,0.9983,0.6175,1.0669,0.6092
88,0.3418,0.8384,1.0229,0.6157,1.0886,0.6057
89,0.3401,0.8396,1.0305,0.6196,1.0952,0.6123
90,0.3317,0.8467,1.0666,0.6172,1.1228,0.6089
91,0.3321,0.8446,1.0559,0.6233,1.1181,0.6112
92,0.3262,0.8503,1.0835,0.6169,1.1360,0.6138
93,0.3226,0.8499,1.1119,0.6235,1.1905,0.6124
94,0.3128,0.8558,1.1027,0.6202,1.1839,0.6061
95,0.3178,0.8543,1.0747,0.6238,1.1367,0.6143
96,0.3135,0.8570,1.1523,0.6195,1.2099,0.6140
97,0.3059,0.8602,1.1476,0.6207,1.2023,0.6187
98,0.3059,0.8602,1.1212,0.6249,1.1891,0.6164
99,0.3032,0.8626,1.1736,0.6240,1.2148,0.6114
