epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
65,73.7598,0.6593,84.5898,0.6573,77.3961,0.6535
66,152.4436,0.6610,54.0819,0.6785,201.7628,0.6592
67,72.6522,0.6484,83.2874,0.6552,65.2209,0.6574
68,125.1944,0.6508,146.2291,0.6532,121.9233,0.6482
69,54.7179,0.6666,67.3630,0.6605,58.9145,0.6585
70,59.9257,0.6671,66.6636,0.6654,58.6658,0.6685
71,22.8212,0.6553,21.1858,0.6652,17.4608,0.6644
72,19.2533,0.6633,19.8959,0.6585,18.9859,0.6601
73,50.3694,0.6766,55.0182,0.6798,50.2071,0.6845
74,23.7882,0.7064,23.2472,0.7062,21.7464,0.7156
75,10.9477,0.7029,11.4230,0.7052,9.7819,0.7000
76,54.9653,0.6789,58.5128,0.6752,52.7162,0.6835
77,57.0441,0.6602,52.9392,0.6595,63.8343,0.6551
78,16.8957,0.6844,19.2114,0.6893,14.2576,0.6852
79,73.9700,0.6950,75.5507,0.6957,72.4507,0.6967
80,23.3984,0.7127,29.9767,0.7125,28.1812,0.7069
81,37.0320,0.7752,41.9787,0.7764,33.0872,0.7716
82,17.0196,0.7142,18.4115,0.7184,17.8640,0.7060
83,13.7958,0.7206,15.1249,0.7341,14.2344,0.7184
84,49.6714,0.6823,59.5662,0.6884,49.4797,0.6809
85,18.6996,0.7393,21.7604,0.7423,17.7859,0.7463
86,17.6928,0.7306,21.9535,0.7287,18.1616,0.7420
87,24.3927,0.7003,25.5792,0.6957,26.9140,0.6994
88,38.2274,0.6514,43.3534,0.6561,40.1604,0.6493
89,43.2734,0.6537,52.7818,0.6564,56.5738,0.6528
90,47.1188,0.6485,47.7257,0.6488,43.8214,0.6480
91,17.0552,0.6479,18.4508,0.6460,16.0475,0.6519
92,3.6343,0.6667,3.7855,0.6747,2.9035,0.6732
93,5.7950,0.6688,5.1580,0.6679,5.2545,0.6627
94,3.2312,0.6571,3.6299,0.6645,3.3791,0.6534
95,4.2676,0.6661,5.1865,0.6788,4.1345,0.6703
96,5.2204,0.6693,5.6896,0.6627,4.9286,0.6549
97,3.8267,0.6752,5.0626,0.6868,2.9416,0.6772
98,2.6488,0.7043,3.1822,0.6997,2.7024,0.6891
99,78.8460,0.6592,18.7773,0.6673,17.1441,0.6486
100,4.6199,0.6950,4.6826,0.6967,3.9940,0.6876
101,32.7312,0.6889,38.5650,0.6880,29.9394,0.6812
102,1.8574,0.7050,1.9209,0.7068,1.9078,0.7130
103,7.4297,0.7410,10.4050,0.7453,6.7091,0.7456
104,15.1263,0.7109,15.0021,0.7147,13.6790,0.7145
105,10.2781,0.6893,11.3671,0.6970,10.4059,0.6826
106,4.1032,0.7110,3.8618,0.7153,3.8606,0.7164
107,7.0696,0.7063,6.7144,0.7114,6.9695,0.7094
108,7.8550,0.6919,7.9055,0.6822,8.0406,0.6889
109,2.9588,0.7545,4.2768,0.7559,2.7272,0.7607
110,3.2820,0.7311,2.4262,0.7244,2.7367,0.7223
111,4.3096,0.6907,4.8192,0.6883,3.9733,0.6914
112,4.7944,0.7028,5.8437,0.6928,3.9454,0.6893
113,15.0537,0.7201,12.0580,0.7140,17.5075,0.7133
114,1.9092,0.7631,2.1501,0.7639,1.6727,0.7663
115,5.3427,0.7000,6.2677,0.6929,5.0666,0.6986
116,3.5735,0.7234,4.1607,0.7244,3.2416,0.7213
117,1.8567,0.7537,2.1197,0.7644,1.7681,0.7532
118,5.3045,0.7160,5.0002,0.7255,4.9890,0.7171
119,4.4877,0.7464,4.8905,0.7494,4.9677,0.7461
120,6.0612,0.7158,7.1474,0.7212,5.7117,0.7126
121,3.7713,0.7263,3.5163,0.7290,3.2961,0.7330
122,1.1434,0.7969,1.2380,0.7908,1.0744,0.7908
123,2.9347,0.8100,2.8253,0.8154,2.1331,0.8241
124,4.3394,0.7789,4.8628,0.7835,4.8022,0.7771
125,3.1213,0.7891,3.0979,0.7918,2.8928,0.7829
126,9.3027,0.7844,8.8052,0.7922,10.1016,0.7819
127,4.4630,0.8175,4.7536,0.8168,4.8346,0.8029
128,2.3371,0.8253,2.8474,0.8261,2.7060,0.8101
129,1.1655,0.8563,1.1106,0.8674,1.2863,0.8501
130,3.8984,0.7254,3.9669,0.7228,3.6805,0.7243
131,1.9066,0.8625,2.0114,0.8650,2.0321,0.8537
132,3.7841,0.8131,3.6593,0.8133,3.4676,0.8051
133,1.0454,0.8735,1.1072,0.8719,1.0143,0.8693
134,1.8007,0.8349,2.0424,0.8290,1.8561,0.8309
135,3.3528,0.8124,3.6852,0.8142,3.2231,0.8118
136,1.5600,0.8391,1.5551,0.8408,1.7581,0.8281
137,1.9539,0.7446,2.1110,0.7418,1.6611,0.7387
138,1.4630,0.7819,1.6431,0.7773,1.4122,0.7844
139,1.7702,0.7035,1.9716,0.6994,1.7588,0.7072
140,0.8597,0.8271,0.8335,0.8306,0.8103,0.8243
141,1.1460,0.8593,1.1026,0.8646,1.2771,0.8473
142,2.7170,0.8711,3.2877,0.8704,2.4182,0.8663
143,0.6635,0.9289,0.6516,0.9304,0.6556,0.9239
144,2.0228,0.8840,2.1417,0.8779,1.9593,0.8825
145,0.9317,0.8619,0.8820,0.8647,0.8118,0.8630
146,0.4429,0.9301,0.4296,0.9290,0.4181,0.9338
147,0.7237,0.8950,0.9423,0.8921,0.6399,0.8955
148,0.3671,0.9562,0.3850,0.9570,0.3209,0.9614
149,0.9708,0.9347,1.1355,0.9252,0.8839,0.9386
150,0.3509,0.9329,0.4016,0.9298,0.3675,0.9265
151,0.4332,0.9497,0.5042,0.9464,0.3846,0.9462
152,3.3144,0.8296,3.4643,0.8320,2.9598,0.8360
153,0.5638,0.8919,0.6182,0.8890,0.5248,0.8954
154,0.4682,0.9482,0.5272,0.9469,0.4033,0.9500
155,0.3396,0.9565,0.3852,0.9572,0.3168,0.9585
156,0.2889,0.9816,0.3455,0.9815,0.2633,0.9783
157,0.1943,0.9856,0.2327,0.9844,0.2175,0.9788
158,1.2997,0.9277,1.1942,0.9308,1.1437,0.9319
159,0.6445,0.9039,0.7667,0.8963,0.6296,0.9026
160,0.6100,0.9426,0.6205,0.9432,1.1028,0.9413
161,0.6812,0.8505,0.6391,0.8518,0.7364,0.8488
162,4.1704,0.9145,1.6796,0.9101,0.7302,0.9115
163,4.9780,0.9393,0.3744,0.9326,4.8081,0.9442
164,0.5839,0.9321,0.7260,0.9284,0.4993,0.9327
165,1.4655,0.8895,1.5056,0.8956,1.3620,0.8880
166,0.6091,0.9339,1.4933,0.9307,0.5501,0.9360
167,0.4834,0.9624,0.5001,0.9644,0.4950,0.9604
168,1.5503,0.9032,1.9345,0.9015,1.7885,0.8903
169,0.1080,0.9908,0.0788,0.9920,0.0689,0.9926
170,0.1157,0.9942,0.1131,0.9948,0.1041,0.9949
171,1.4218,0.9547,1.6576,0.9467,2.2408,0.9526
172,0.2058,0.9885,0.1876,0.9886,0.2242,0.9897
173,0.7479,0.9694,1.1105,0.9702,0.7071,0.9695
174,3.2802,0.9673,2.7078,0.9644,4.0724,0.9719
175,0.2272,0.9865,0.2376,0.9857,0.2396,0.9871
176,0.4701,0.9749,0.5540,0.9705,0.5204,0.9738
177,0.3544,0.9733,0.3959,0.9710,0.2652,0.9774
178,0.3686,0.9722,0.2801,0.9752,0.4264,0.9654
179,0.0851,0.9916,0.0891,0.9934,0.1007,0.9923
180,0.0713,0.9926,0.0920,0.9926,0.0301,0.9961
181,0.0272,0.9977,0.0244,0.9975,0.0205,0.9983
182,0.1583,0.9962,0.2449,0.9969,0.1894,0.9967
183,0.1831,0.9957,0.1700,0.9949,0.2569,0.9948
184,0.4308,0.9757,0.4496,0.9747,0.6006,0.9723
185,3.0042,0.9833,4.2626,0.9806,2.5762,0.9862
186,0.1283,0.9926,0.0680,0.9932,0.0571,0.9940
187,0.0180,0.9986,0.0103,0.9988,0.0137,0.9993
188,0.2227,0.9911,0.3986,0.9890,0.2261,0.9905
189,0.2070,0.9897,0.1656,0.9905,0.2413,0.9889
190,1.3850,0.9576,1.5248,0.9486,1.0865,0.9560
191,0.1467,0.9875,0.1318,0.9865,0.1148,0.9897
192,1.2523,0.9128,1.3957,0.9135,1.1282,0.9151
193,0.3908,0.9138,0.4366,0.9067,0.3830,0.9098
194,0.3863,0.9576,0.4889,0.9559,0.4037,0.9568
195,0.4014,0.9789,0.9890,0.9817,0.2261,0.9837
196,0.1271,0.9910,0.1133,0.9882,0.1658,0.9909
197,0.1083,0.9950,0.1460,0.9917,0.0743,0.9933
198,0.1382,0.9917,0.1259,0.9911,0.1266,0.9914
199,0.7095,0.9361,0.6958,0.9390,0.8119,0.9299
200,0.0541,0.9961,0.0803,0.9951,0.0568,0.9968
201,0.0142,0.9991,0.0230,0.9987,0.0294,0.9989
202,0.2933,0.9846,0.3455,0.9857,0.3062,0.9813
203,0.3094,0.9923,0.3637,0.9906,0.1988,0.9913
204,0.3283,0.9858,0.7401,0.9895,0.3450,0.9853
205,0.4382,0.9701,0.4744,0.9705,0.5151,0.9746
206,0.0217,0.9980,0.0163,0.9977,0.0296,0.9972
207,0.0291,0.9982,0.0449,0.9969,0.0256,0.9983
208,0.0079,0.9993,0.0111,0.9992,0.0146,0.9989
209,0.0065,0.9996,0.0043,0.9994,0.0073,0.9996
210,0.0325,0.9985,0.0204,0.9992,0.0436,0.9979
211,0.3591,0.9772,0.4130,0.9720,0.4201,0.9751
212,0.0813,0.9943,0.0888,0.9946,0.0977,0.9936
213,0.0310,0.9973,0.0571,0.9965,0.0266,0.9984
214,0.0348,0.9988,0.0233,0.9989,0.0636,0.9973
215,0.0770,0.9942,0.0743,0.9938,0.0565,0.9935
216,0.0194,0.9986,0.0093,0.9991,0.0166,0.9986
217,0.0670,0.9982,0.0639,0.9978,0.0685,0.9976
218,0.0270,0.9975,0.0655,0.9983,0.0192,0.9981
219,0.0164,0.9980,0.0137,0.9986,0.0049,0.9994
220,0.0038,0.9997,0.0065,0.9995,0.0050,0.9995
221,0.0586,0.9963,0.0568,0.9962,0.0451,0.9960
222,0.0129,0.9985,0.0238,0.9985,0.0110,0.9989
223,0.1583,0.9818,0.1793,0.9830,0.1181,0.9839
224,0.0859,0.9948,0.0459,0.9960,0.0931,0.9946
225,0.0513,0.9963,0.1428,0.9941,0.0852,0.9960
226,0.0077,0.9997,0.0021,0.9997,0.0095,0.9997
227,0.1873,0.9896,0.2654,0.9875,0.2433,0.9892
228,0.4638,0.9764,0.4460,0.9771,0.5321,0.9727
229,0.1095,0.9912,0.0701,0.9933,0.1505,0.9893
230,0.0098,0.9988,0.0079,0.9986,0.0076,0.9994
231,0.0149,0.9989,0.0282,0.9976,0.0203,0.9980
232,0.0266,0.9989,0.0275,0.9984,0.0233,0.9989
233,0.0170,0.9992,0.0224,0.9989,0.0014,1.0000
234,0.0108,0.9991,0.0413,0.9989,0.0031,0.9995
235,0.0308,0.9980,0.0393,0.9984,0.0329,0.9979
236,0.2195,0.9871,0.2534,0.9861,0.1669,0.9880
237,0.1076,0.9934,0.1620,0.9923,0.1362,0.9920
238,0.2352,0.9718,0.3046,0.9672,0.2661,0.9658
239,0.2042,0.9766,0.2526,0.9756,0.2267,0.9772
240,0.0074,0.9995,0.0101,0.9992,0.0182,0.9987
241,0.0090,0.9996,0.0104,0.9992,0.0080,0.9992
242,0.4758,0.9380,0.5321,0.9336,0.4839,0.9439
243,0.1933,0.9555,0.2151,0.9529,0.1829,0.9577
244,0.0677,0.9957,0.0539,0.9941,0.0309,0.9970
245,0.0235,0.9988,0.0109,0.9981,0.0216,0.9989
246,0.0533,0.9966,0.0340,0.9957,0.0757,0.9959
247,0.0050,0.9994,0.0061,0.9995,0.0123,0.9992
248,0.0271,0.9994,0.0455,0.9989,0.0323,0.9992
249,0.0059,0.9994,0.0039,0.9989,0.0042,0.9998
250,0.0143,0.9996,0.0011,0.9997,0.0137,0.9992
251,0.0032,0.9999,0.0206,0.9995,0.0047,0.9997
252,0.0034,0.9997,0.0192,0.9997,0.0146,0.9989
253,0.0018,0.9999,0.0004,1.0000,0.0011,1.0000
254,0.0035,0.9997,0.0094,0.9994,0.0019,1.0000
255,0.3715,0.9963,0.2759,0.9960,0.3690,0.9957
256,0.0042,0.9997,0.0011,1.0000,0.0050,0.9994
257,0.0007,1.0000,0.0004,1.0000,0.0023,0.9997
258,0.0534,0.9993,0.1276,0.9997,0.1531,0.9989
259,0.1210,0.9961,0.0850,0.9952,0.2145,0.9945
260,0.0131,0.9998,0.0035,0.9995,0.0084,0.9995
261,0.0006,1.0000,0.0005,1.0000,0.0009,1.0000
262,0.0037,0.9999,0.0405,0.9997,0.0005,1.0000
263,0.0217,0.9991,0.0199,0.9989,0.0295,0.9986
264,0.0010,1.0000,0.0007,1.0000,0.0019,0.9997
265,0.0030,0.9996,0.0008,0.9997,0.0039,0.9997
266,0.0192,0.9995,0.0076,0.9997,0.0164,0.9995
267,0.0100,0.9998,0.0001,1.0000,0.0003,1.0000
268,0.0048,0.9997,0.0004,1.0000,0.0129,0.9994
269,0.0020,0.9999,0.0002,1.0000,0.0115,0.9995
270,0.0003,1.0000,0.0001,1.0000,0.0003,1.0000
271,0.0001,1.0000,0.0001,1.0000,0.0106,0.9997
272,0.0004,1.0000,0.0000,1.0000,0.0001,1.0000
273,0.2958,0.9939,0.3461,0.9945,0.2275,0.9920
274,0.0013,0.9998,0.0003,1.0000,0.0007,1.0000
275,0.0165,0.9999,0.0002,1.0000,0.0089,0.9997
276,0.0003,1.0000,0.0001,1.0000,0.0002,1.0000
277,0.0191,0.9999,0.0001,1.0000,0.0001,1.0000
278,0.0001,1.0000,0.0000,1.0000,0.0001,1.0000
279,0.0000,1.0000,0.0000,1.0000,0.0001,1.0000
280,0.0000,1.0000,0.0001,1.0000,0.0000,1.0000
281,0.0486,0.9997,0.1861,0.9989,0.0577,0.9997
282,0.0691,0.9999,0.0002,1.0000,0.1566,0.9995
283,0.0315,0.9997,0.0327,0.9997,0.0001,1.0000
284,0.0013,0.9998,0.0001,1.0000,0.0005,1.0000
285,0.0002,1.0000,0.0001,1.0000,0.0001,1.0000
286,0.0003,1.0000,0.0001,1.0000,0.0002,1.0000
287,0.0001,1.0000,0.0000,1.0000,0.0001,1.0000
288,0.0000,1.0000,0.0000,1.0000,0.0001,1.0000
289,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
290,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
291,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
292,0.0000,1.0000,0.0202,0.9997,0.0000,1.0000
293,0.0000,1.0000,0.0802,0.9997,0.0000,1.0000
294,0.0000,1.0000,0.1368,0.9997,0.0000,1.0000
295,0.0000,1.0000,0.2087,0.9995,0.0040,0.9997
296,0.0000,1.0000,0.2648,0.9997,0.0064,0.9997
297,2.9113,0.9939,3.8455,0.9930,3.8116,0.9930
298,0.0003,0.9999,0.0001,1.0000,0.0006,1.0000
299,0.0001,1.0000,0.0000,1.0000,0.0001,1.0000
300,0.0001,1.0000,0.0000,1.0000,0.0001,1.0000
301,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
302,0.0000,1.0000,0.0192,0.9997,0.0000,1.0000
303,0.0257,1.0000,0.0753,0.9997,0.0000,1.0000
304,0.1621,0.9988,0.1794,0.9987,0.0973,0.9986
305,0.3650,0.9991,0.5253,0.9997,0.7439,0.9989
306,0.0001,1.0000,0.0000,1.0000,0.0001,1.0000
307,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
308,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
309,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
310,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
311,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
312,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
313,0.0195,0.9995,0.0002,1.0000,0.1840,0.9992
314,0.0005,1.0000,0.0000,1.0000,0.0000,1.0000
315,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
316,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
317,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
318,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
319,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
320,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
321,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
322,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
323,0.0001,1.0000,0.0000,1.0000,0.0000,1.0000
324,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
325,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
326,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
327,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
328,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
329,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
330,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
331,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
332,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
333,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
334,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
335,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
336,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
337,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
338,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
339,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
340,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
341,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
342,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
343,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
344,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
345,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
346,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
347,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
348,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
349,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
350,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
351,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
352,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
353,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
354,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
355,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
356,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
357,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
358,1.0626,0.9994,0.1908,0.9995,0.1121,0.9989
359,0.0000,1.0000,0.0000,1.0000,0.0031,0.9997
360,0.0000,1.0000,0.0000,1.0000,0.0016,0.9997
361,0.0000,1.0000,0.0000,1.0000,0.0031,0.9997
362,0.0000,1.0000,0.0000,1.0000,0.0030,0.9997
363,0.0000,1.0000,0.0000,1.0000,0.0030,0.9997
364,0.0000,1.0000,0.0000,1.0000,0.0030,0.9997
365,0.0000,1.0000,0.0000,1.0000,0.0030,0.9997
366,0.0000,1.0000,0.0000,1.0000,0.0029,0.9997
367,0.0000,1.0000,0.0000,1.0000,0.0029,0.9997
368,0.0000,1.0000,0.0000,1.0000,0.0031,0.9995
369,0.0000,1.0000,0.0000,1.0000,0.0026,0.9997
370,0.0000,1.0000,0.0000,1.0000,0.0025,0.9997
371,0.0000,1.0000,0.0000,1.0000,0.0025,0.9997
372,0.0000,1.0000,0.0000,1.0000,0.0024,0.9997
373,0.0000,1.0000,0.0000,1.0000,0.0023,0.9997
374,0.0000,1.0000,0.0000,1.0000,0.0020,0.9997
375,0.0000,1.0000,0.0000,1.0000,0.0015,0.9997
376,0.0000,1.0000,0.0000,1.0000,0.0013,0.9997
377,0.0000,1.0000,0.0000,1.0000,0.0001,1.0000
378,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
379,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
380,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
381,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
382,0.0000,1.0000,0.0001,1.0000,0.0000,1.0000
383,0.0000,1.0000,0.0001,1.0000,0.0000,1.0000
384,0.0000,1.0000,0.0002,1.0000,0.0000,1.0000
385,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
386,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
387,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
388,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
389,0.0117,0.9998,0.0135,0.9997,0.1703,0.9995
390,0.0061,0.9999,0.0000,1.0000,0.0034,0.9997
391,0.0012,0.9999,0.0007,0.9997,0.0000,1.0000
392,0.0733,0.9995,0.0001,1.0000,0.0254,0.9997
393,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
394,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
395,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
396,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
397,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
398,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
399,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
400,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
401,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
402,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
403,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
404,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
405,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
406,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
407,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
408,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
409,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
410,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
411,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
412,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
413,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
414,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
415,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
416,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
417,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
418,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
419,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
420,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
421,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
422,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
423,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
424,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
425,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
426,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
427,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
428,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
429,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
430,0.0000,1.0000,0.0000,1.0000,0.0000,1.0000
