epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
398,1.5473,0.6733,0.4005,0.6783,0.4064,0.6653
399,0.3985,0.6753,0.3965,0.6724,0.3988,0.6721
400,1.4501,0.6735,0.4159,0.6689,0.4164,0.6734
401,0.4058,0.6778,0.4100,0.6691,0.4181,0.6782
402,0.5424,0.6739,0.4079,0.6652,0.4073,0.6729
403,0.4257,0.6731,0.4416,0.6713,0.4454,0.6786
404,0.4021,0.6719,0.4008,0.6855,0.3999,0.6823
405,0.4013,0.6715,0.4019,0.6903,0.4045,0.6673
406,0.4003,0.6751,0.4050,0.6771,0.4020,0.6757
407,0.3996,0.6759,0.4016,0.6679,0.4021,0.6705
408,0.4578,0.6748,0.4149,0.6671,0.4239,0.6704
409,0.4238,0.6729,0.4107,0.6777,0.4240,0.6798
410,0.4863,0.6729,0.4531,0.6666,0.5128,0.6731
411,0.3981,0.6741,0.3995,0.6778,0.3984,0.6764
412,0.3976,0.6787,0.3998,0.6666,0.3970,0.6838
413,0.4025,0.6792,0.3990,0.6781,0.4022,0.6756
414,0.4011,0.6748,0.3979,0.6828,0.4026,0.6852
415,0.4054,0.6773,0.4006,0.6872,0.4076,0.6707
416,0.3986,0.6751,0.4004,0.6773,0.3991,0.6806
417,0.3972,0.6742,0.3964,0.6833,0.3977,0.6754
418,0.4015,0.6702,0.3986,0.6643,0.3971,0.6852
419,0.4075,0.6722,0.4022,0.6772,0.4166,0.6737
420,0.4746,0.6702,0.4836,0.6734,0.4372,0.6762
421,0.3988,0.6709,0.3981,0.6813,0.4009,0.6724
422,0.3972,0.6750,0.3973,0.6730,0.3987,0.6661
423,0.4006,0.6738,0.3991,0.6820,0.4014,0.6687
