epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
1,514961277558650784710656.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
2,514961272143072230113280.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
3,514961273664838534430720.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
4,514961270652831119966208.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
5,514961278614744856526848.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
6,514961269669244954476544.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
7,514961268541093209702400.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
8,514961272673596254191616.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
9,514961276823663299002368.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
10,514961271579221541519360.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
11,514961272528130006843392.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
12,514961268140723203473408.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
13,514961272163788803538944.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
14,514961269816062304583680.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
15,514961275576166224232448.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
16,514961272389419139072000.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
17,514961274609693758586880.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
18,514961274858742805954560.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
19,514961274401627423375360.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
20,514961270732094472978432.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
21,514961274914587447132160.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
22,514961263878966876307456.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
23,514961276211624083980288.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
24,514961270870805340749824.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
25,514961272452469527412736.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
26,514961270162389072871424.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
27,514961276418339316432896.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
28,514961272615499842191360.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
29,514961275890967798349824.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
30,514961271763869097787392.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
31,514961272212427630444544.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
32,514961270572216664195072.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
33,514961275441508597628928.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
34,514961273055951825403904.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
35,514961269647627645878272.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
36,514961272360145715724288.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
37,514961276944359798865920.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
38,514961273320763536965632.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
39,514961266394677666381824.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
40,514961277407329825849344.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
41,514961272064259244687360.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
42,514961269287339683741696.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
43,514961269942163081265152.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
44,514961278000904238268416.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
45,514961273781031425540096.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
46,514961278710221174210560.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
47,514961275792789342257152.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
48,514961274122404217487360.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
49,514961268148829685809152.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
50,514961272725387654201344.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
51,514961275545541698125824.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
52,514961269794895363571712.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
53,514961274684003135258624.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
54,514961280385560275320832.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
55,514961272188108183437312.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
56,514961273026678469165056.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
57,514961265621409606926336.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
58,514961273289238342795264.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
59,514961273849035723112448.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
60,514961275081671003078656.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
61,514961266510420189904896.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
62,514961275227587618013184.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
63,514961270623557696618496.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
64,514961273295993722372096.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
65,514961273731041428766720.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
66,514961268835178277502976.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
67,514961276843929504841728.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
68,514961274981240709054464.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
69,514961274507011626631168.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
70,514961272524527133261824.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
71,514961273907132202221568.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
72,514961280302243681140736.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
73,514961268801176095162368.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
74,514961272322315509563392.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
75,514961270532584987688960.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
76,514961277868498449596416.0000,0.2641,538952190338533760696320.0000,0.2644,519259404198215931658240.0000,0.2657
