epoch,train_loss,train_acc,val_loss,val_acc,test_loss,test_acc
28,340466777464428167168.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
29,340466777970203492352.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
30,340466775682339700736.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
31,340466775849465479168.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
32,340466777334245949440.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
33,340466772424266874880.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
34,340466776973606125568.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
35,340466775684098949120.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
36,340466775557435162624.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
37,340466775659469864960.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
38,340466780226401337344.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
39,340466773502667849728.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
40,340466777140731904000.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
41,340466773155222192128.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
42,340466778370425749504.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
43,340466776039461093376.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
44,340466779337995976704.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
45,340466773894973620224.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
46,340466775497621766144.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
47,340466772470006546432.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
48,340466775733357051904.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
49,340466778011545108480.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
50,340466775650673754112.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
51,340466776199549943808.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
52,340466779228924411904.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
53,340466776653428359168.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
54,340466775846826606592.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
55,340466775414938468352.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
56,340466773861548425216.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
57,340466776662224470016.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
58,340466777072122396672.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
59,340466777421327302656.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
60,340466775071890866176.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
61,340466774851108929536.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
62,340466777482899947520.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
63,340466775085964591104.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
64,340466774753472282624.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
65,340466776415933825024.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
66,340466772904533491712.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
67,340466780159551078400.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
68,340466774683103526912.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
69,340466777688728535040.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
70,340466777138093096960.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
71,340466773094529105920.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
72,340466776327972913152.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
73,340466777900714360832.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
74,340466779074113175552.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
75,340466774856386543616.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
76,340466771702987227136.0000,0.3012,287979510531983310848.0000,0.2964,209108679226020036608.0000,0.3029
